in s,C1 in V
-2.9805724E-01,2.3612976E-03
-2.9804808E-01,2.3460388E-03
-2.9803892E-01,2.3460388E-03
-2.9802976E-01,2.3307800E-03
-2.9802060E-01,2.2850037E-03
-2.9801144E-01,2.3307800E-03
-2.9800228E-01,2.3536682E-03
-2.9799312E-01,2.3536682E-03
-2.9798396E-01,2.3384094E-03
-2.9797480E-01,2.3231506E-03
-2.9796564E-01,2.3460388E-03
-2.9795648E-01,2.3002625E-03
-2.9794732E-01,2.3231506E-03
-2.9793816E-01,2.3307800E-03
-2.9792900E-01,2.2773743E-03
-2.9791984E-01,2.2926331E-03
-2.9791068E-01,2.3460388E-03
-2.9790152E-01,2.3384094E-03
-2.9789236E-01,2.3536682E-03
-2.9788320E-01,2.3612976E-03
-2.9787404E-01,2.2850037E-03
-2.9786488E-01,2.3155212E-03
-2.9785572E-01,2.3384094E-03
-2.9784656E-01,2.3994446E-03
-2.9783740E-01,2.3841858E-03
-2.9782824E-01,2.3307800E-03
-2.9781908E-01,2.3231506E-03
-2.9780992E-01,2.3002625E-03
-2.9780076E-01,2.2773743E-03
-2.9779160E-01,2.2926331E-03
-2.9778244E-01,2.3384094E-03
-2.9777328E-01,2.3307800E-03
-2.9776412E-01,2.3689270E-03
-2.9775496E-01,2.3612976E-03
-2.9774580E-01,2.3384094E-03
-2.9773664E-01,2.3841858E-03
-2.9772748E-01,2.3765564E-03
-2.9771832E-01,2.3689270E-03
-2.9770916E-01,2.3536682E-03
-2.9770000E-01,2.3689270E-03
-2.9769084E-01,2.3612976E-03
-2.9768168E-01,2.3384094E-03
-2.9767252E-01,2.3384094E-03
-2.9766336E-01,2.3994446E-03
-2.9765420E-01,2.3536682E-03
-2.9764504E-01,2.3536682E-03
-2.9763588E-01,2.3689270E-03
-2.9762672E-01,2.3689270E-03
-2.9761756E-01,2.3841858E-03
-2.9760840E-01,2.3918152E-03
-2.9759924E-01,2.4757385E-03
-2.9759008E-01,2.4452209E-03
-2.9758092E-01,2.4528503E-03
-2.9757176E-01,2.4833679E-03
-2.9756260E-01,2.5215149E-03
-2.9755344E-01,2.5367737E-03
-2.9754428E-01,2.4833679E-03
-2.9753512E-01,2.4604797E-03
-2.9752596E-01,2.4452209E-03
-2.9751680E-01,2.4528503E-03
-2.9750764E-01,2.4452209E-03
-2.9749848E-01,2.4528503E-03
-2.9748932E-01,2.4909973E-03
-2.9748016E-01,2.4452209E-03
-2.9747100E-01,2.4299622E-03
-2.9746184E-01,2.4299622E-03
-2.9745268E-01,2.3994446E-03
-2.9744352E-01,2.3994446E-03
-2.9743436E-01,2.4070740E-03
-2.9742520E-01,2.4070740E-03
-2.9741604E-01,2.4452209E-03
-2.9740688E-01,2.4299622E-03
-2.9739772E-01,2.4681091E-03
-2.9738856E-01,2.4681091E-03
-2.9737940E-01,2.4757385E-03
-2.9737024E-01,2.4299622E-03
-2.9736108E-01,2.3918152E-03
-2.9735192E-01,2.4299622E-03
-2.9734276E-01,2.4681091E-03
-2.9733360E-01,2.4147034E-03
-2.9732444E-01,2.4299622E-03
-2.9731528E-01,2.4299622E-03
-2.9730612E-01,2.4147034E-03
-2.9729696E-01,2.3765564E-03
-2.9728780E-01,2.3612976E-03
-2.9727864E-01,2.4299622E-03
-2.9726948E-01,2.4452209E-03
-2.9726032E-01,2.4223328E-03
-2.9725116E-01,2.4223328E-03
-2.9724200E-01,2.4299622E-03
-2.9723284E-01,2.3918152E-03
-2.9722368E-01,2.3689270E-03
-2.9721452E-01,2.3918152E-03
-2.9720536E-01,2.3918152E-03
-2.9719620E-01,2.4147034E-03
-2.9718704E-01,2.4147034E-03
-2.9717788E-01,2.3918152E-03
-2.9716872E-01,2.3765564E-03
-2.9715956E-01,2.4070740E-03
-2.9715040E-01,2.3918152E-03
-2.9714124E-01,2.3384094E-03
-2.9713208E-01,2.3918152E-03
-2.9712292E-01,2.3536682E-03
-2.9711376E-01,2.3155212E-03
-2.9710460E-01,2.3155212E-03
-2.9709544E-01,2.3536682E-03
-2.9708628E-01,2.4147034E-03
-2.9707712E-01,2.3689270E-03
-2.9706796E-01,2.3765564E-03
-2.9705880E-01,2.4070740E-03
-2.9704964E-01,2.3612976E-03
-2.9704048E-01,2.3994446E-03
-2.9703132E-01,2.3841858E-03
-2.9702216E-01,2.3841858E-03
-2.9701300E-01,2.4528503E-03
-2.9700384E-01,2.4452209E-03
-2.9699468E-01,2.4147034E-03
-2.9698552E-01,2.3918152E-03
-2.9697636E-01,2.4147034E-03
-2.9696720E-01,2.4147034E-03
-2.9695804E-01,2.3994446E-03
-2.9694888E-01,2.3994446E-03
-2.9693972E-01,2.4070740E-03
-2.9693056E-01,2.4604797E-03
-2.9692140E-01,2.4375916E-03
-2.9691224E-01,2.4299622E-03
-2.9690308E-01,2.3994446E-03
-2.9689392E-01,2.3994446E-03
-2.9688476E-01,2.3994446E-03
-2.9687560E-01,2.3536682E-03
-2.9686644E-01,2.3765564E-03
-2.9685728E-01,2.3689270E-03
-2.9684812E-01,2.3612976E-03
-2.9683896E-01,2.3536682E-03
-2.9682980E-01,2.3307800E-03
-2.9682064E-01,2.3460388E-03
-2.9681148E-01,2.4070740E-03
-2.9680232E-01,2.3918152E-03
-2.9679316E-01,2.3994446E-03
-2.9678400E-01,2.3918152E-03
-2.9677484E-01,2.3994446E-03
-2.9676568E-01,2.3918152E-03
-2.9675652E-01,2.3536682E-03
-2.9674736E-01,2.3765564E-03
-2.9673820E-01,2.3689270E-03
-2.9672904E-01,2.3689270E-03
-2.9671988E-01,2.3918152E-03
-2.9671072E-01,2.3994446E-03
-2.9670156E-01,2.3765564E-03
-2.9669240E-01,2.3918152E-03
-2.9668324E-01,2.3765564E-03
-2.9667408E-01,2.3765564E-03
-2.9666492E-01,2.3841858E-03
-2.9665576E-01,2.3536682E-03
-2.9664660E-01,2.3918152E-03
-2.9663744E-01,2.4299622E-03
-2.9662828E-01,2.4070740E-03
-2.9661912E-01,2.4299622E-03
-2.9660996E-01,2.4604797E-03
-2.9660080E-01,2.4452209E-03
-2.9659164E-01,2.4147034E-03
-2.9658248E-01,2.4147034E-03
-2.9657332E-01,2.4070740E-03
-2.9656416E-01,2.4452209E-03
-2.9655500E-01,2.4070740E-03
-2.9654584E-01,2.3918152E-03
-2.9653668E-01,2.3612976E-03
-2.9652752E-01,2.3841858E-03
-2.9651836E-01,2.3765564E-03
-2.9650920E-01,2.3994446E-03
-2.9650004E-01,2.3841858E-03
-2.9649088E-01,2.3994446E-03
-2.9648172E-01,2.4375916E-03
-2.9647256E-01,2.3460388E-03
-2.9646340E-01,2.3994446E-03
-2.9645424E-01,2.3536682E-03
-2.9644508E-01,2.3841858E-03
-2.9643592E-01,2.4375916E-03
-2.9642676E-01,2.3918152E-03
-2.9641760E-01,2.4070740E-03
-2.9640844E-01,2.4452209E-03
-2.9639928E-01,2.4909973E-03
-2.9639012E-01,2.4757385E-03
-2.9638096E-01,2.4070740E-03
-2.9637180E-01,2.3612976E-03
-2.9636264E-01,2.3765564E-03
-2.9635348E-01,2.3689270E-03
-2.9634432E-01,2.3841858E-03
-2.9633516E-01,2.4299622E-03
-2.9632600E-01,2.4147034E-03
-2.9631684E-01,2.3918152E-03
-2.9630768E-01,2.3994446E-03
-2.9629852E-01,2.3689270E-03
-2.9628936E-01,2.3384094E-03
-2.9628020E-01,2.3536682E-03
-2.9627104E-01,2.3841858E-03
-2.9626188E-01,2.4299622E-03
-2.9625272E-01,2.4299622E-03
-2.9624356E-01,2.4147034E-03
-2.9623440E-01,2.4299622E-03
-2.9622524E-01,2.3765564E-03
-2.9621608E-01,2.3994446E-03
-2.9620692E-01,2.3994446E-03
-2.9619776E-01,2.3612976E-03
-2.9618860E-01,2.3536682E-03
-2.9617944E-01,2.3689270E-03
-2.9617028E-01,2.3918152E-03
-2.9616112E-01,2.3612976E-03
-2.9615196E-01,2.2926331E-03
-2.9614280E-01,2.3307800E-03
-2.9613364E-01,2.4147034E-03
-2.9612448E-01,2.3918152E-03
-2.9611532E-01,2.3994446E-03
-2.9610616E-01,2.3994446E-03
-2.9609700E-01,2.4147034E-03
-2.9608784E-01,2.4299622E-03
-2.9607868E-01,2.4070740E-03
-2.9606952E-01,2.2850037E-03
-2.9606036E-01,2.3384094E-03
-2.9605120E-01,2.3994446E-03
-2.9604204E-01,2.3612976E-03
-2.9603288E-01,2.3765564E-03
-2.9602372E-01,2.4147034E-03
-2.9601456E-01,2.3612976E-03
-2.9600540E-01,2.3536682E-03
-2.9599624E-01,2.3231506E-03
-2.9598708E-01,2.3155212E-03
-2.9597792E-01,2.3384094E-03
-2.9596876E-01,2.2850037E-03
-2.9595960E-01,2.3078918E-03
-2.9595044E-01,2.3384094E-03
-2.9594128E-01,2.3307800E-03
-2.9593212E-01,2.3231506E-03
-2.9592296E-01,2.3155212E-03
-2.9591380E-01,2.3002625E-03
-2.9590464E-01,2.2926331E-03
-2.9589548E-01,2.3002625E-03
-2.9588632E-01,2.3078918E-03
-2.9587716E-01,2.3002625E-03
-2.9586800E-01,2.2850037E-03
-2.9585884E-01,2.2621155E-03
-2.9584968E-01,2.2621155E-03
-2.9584052E-01,2.2544861E-03
-2.9583136E-01,2.2087097E-03
-2.9582220E-01,2.2544861E-03
-2.9581304E-01,2.2163391E-03
-2.9580388E-01,2.2621155E-03
-2.9579472E-01,2.2392273E-03
-2.9578556E-01,2.2239685E-03
-2.9577640E-01,2.2392273E-03
-2.9576724E-01,2.2239685E-03
-2.9575808E-01,2.2087097E-03
-2.9574892E-01,2.2087097E-03
-2.9573976E-01,2.2087097E-03
-2.9573060E-01,2.2010803E-03
-2.9572144E-01,2.2087097E-03
-2.9571228E-01,2.1934509E-03
-2.9570312E-01,2.1705627E-03
-2.9569396E-01,2.2087097E-03
-2.9568480E-01,2.2468567E-03
-2.9567564E-01,2.2239685E-03
-2.9566648E-01,2.2010803E-03
-2.9565732E-01,2.2163391E-03
-2.9564816E-01,2.2468567E-03
-2.9563900E-01,2.2468567E-03
-2.9562984E-01,2.2239685E-03
-2.9562068E-01,2.1781921E-03
-2.9561152E-01,2.1781921E-03
-2.9560236E-01,2.1934509E-03
-2.9559320E-01,2.2392273E-03
-2.9558404E-01,2.2087097E-03
-2.9557488E-01,2.2087097E-03
-2.9556572E-01,2.2010803E-03
-2.9555656E-01,2.2239685E-03
-2.9554740E-01,2.2239685E-03
-2.9553824E-01,2.2239685E-03
-2.9552908E-01,2.1934509E-03
-2.9551992E-01,2.2163391E-03
-2.9551076E-01,2.1934509E-03
-2.9550160E-01,2.2239685E-03
-2.9549244E-01,2.2239685E-03
-2.9548328E-01,2.2315979E-03
-2.9547412E-01,2.2315979E-03
-2.9546496E-01,2.2239685E-03
-2.9545580E-01,2.2087097E-03
-2.9544664E-01,2.2010803E-03
-2.9543748E-01,2.2315979E-03
-2.9542832E-01,2.1934509E-03
-2.9541916E-01,2.1400452E-03
-2.9541000E-01,2.1400452E-03
-2.9540084E-01,2.1781921E-03
-2.9539168E-01,2.1400452E-03
-2.9538252E-01,2.1476746E-03
-2.9537336E-01,2.1476746E-03
-2.9536420E-01,2.2239685E-03
-2.9535504E-01,2.1934509E-03
-2.9534588E-01,2.1705627E-03
-2.9533672E-01,2.1781921E-03
-2.9532756E-01,2.1553040E-03
-2.9531840E-01,2.1476746E-03
-2.9530924E-01,2.1171570E-03
-2.9530008E-01,2.1171570E-03
-2.9529092E-01,2.1553040E-03
-2.9528176E-01,2.1476746E-03
-2.9527260E-01,2.1553040E-03
-2.9526344E-01,2.1400452E-03
-2.9525428E-01,2.1476746E-03
-2.9524512E-01,2.1247864E-03
-2.9523596E-01,2.1400452E-03
-2.9522680E-01,2.1324158E-03
-2.9521764E-01,2.0713806E-03
-2.9520848E-01,2.0561218E-03
-2.9519932E-01,2.1095276E-03
-2.9519016E-01,2.1095276E-03
-2.9518100E-01,2.1018982E-03
-2.9517184E-01,2.0484924E-03
-2.9516268E-01,2.0484924E-03
-2.9515352E-01,2.0027161E-03
-2.9514436E-01,2.1095276E-03
-2.9513520E-01,2.1018982E-03
-2.9512604E-01,2.0790100E-03
-2.9511688E-01,2.0942688E-03
-2.9510772E-01,2.0713806E-03
-2.9509856E-01,2.0484924E-03
-2.9508940E-01,2.1095276E-03
-2.9508024E-01,2.1247864E-03
-2.9507108E-01,2.0942688E-03
-2.9506192E-01,2.0942688E-03
-2.9505276E-01,2.1171570E-03
-2.9504360E-01,2.0790100E-03
-2.9503444E-01,2.0942688E-03
-2.9502528E-01,2.1018982E-03
-2.9501612E-01,2.0866394E-03
-2.9500696E-01,2.0713806E-03
-2.9499780E-01,2.0484924E-03
-2.9498864E-01,2.1095276E-03
-2.9497948E-01,2.0256042E-03
-2.9497032E-01,2.0942688E-03
-2.9496116E-01,2.0713806E-03
-2.9495200E-01,2.0332336E-03
-2.9494284E-01,2.0561218E-03
-2.9493368E-01,2.0256042E-03
-2.9492452E-01,2.0637512E-03
-2.9491536E-01,2.0103455E-03
-2.9490620E-01,2.0256042E-03
-2.9489704E-01,2.0332336E-03
-2.9488788E-01,2.0103455E-03
-2.9487872E-01,1.9798279E-03
-2.9486956E-01,1.9950867E-03
-2.9486040E-01,2.0103455E-03
-2.9485124E-01,2.0027161E-03
-2.9484208E-01,2.0027161E-03
-2.9483292E-01,2.0103455E-03
-2.9482376E-01,1.9721985E-03
-2.9481460E-01,1.9264221E-03
-2.9480544E-01,1.9111633E-03
-2.9479628E-01,1.9187927E-03
-2.9478712E-01,1.9111633E-03
-2.9477796E-01,1.8577576E-03
-2.9476880E-01,1.8882751E-03
-2.9475964E-01,1.8653870E-03
-2.9475048E-01,1.8577576E-03
-2.9474132E-01,1.8272400E-03
-2.9473216E-01,1.8501282E-03
-2.9472300E-01,1.8806458E-03
-2.9471384E-01,1.8806458E-03
-2.9470468E-01,1.8272400E-03
-2.9469552E-01,1.8272400E-03
-2.9468636E-01,1.7585754E-03
-2.9467720E-01,1.7814636E-03
-2.9466804E-01,1.7890930E-03
-2.9465888E-01,1.7433167E-03
-2.9464972E-01,1.7509460E-03
-2.9464056E-01,1.7280579E-03
-2.9463140E-01,1.7356873E-03
-2.9462224E-01,1.7509460E-03
-2.9461308E-01,1.7433167E-03
-2.9460392E-01,1.7738342E-03
-2.9459476E-01,1.7509460E-03
-2.9458560E-01,1.7585754E-03
-2.9457644E-01,1.7585754E-03
-2.9456728E-01,1.7280579E-03
-2.9455812E-01,1.7356873E-03
-2.9454896E-01,1.7433167E-03
-2.9453980E-01,1.7204285E-03
-2.9453064E-01,1.7204285E-03
-2.9452148E-01,1.6365051E-03
-2.9451232E-01,1.5830994E-03
-2.9450316E-01,1.5907288E-03
-2.9449400E-01,1.6288757E-03
-2.9448484E-01,1.6365051E-03
-2.9447568E-01,1.6670227E-03
-2.9446652E-01,1.6441345E-03
-2.9445736E-01,1.6365051E-03
-2.9444820E-01,1.6212463E-03
-2.9443904E-01,1.6593933E-03
-2.9442988E-01,1.6593933E-03
-2.9442072E-01,1.6365051E-03
-2.9441156E-01,1.6365051E-03
-2.9440240E-01,1.6288757E-03
-2.9439324E-01,1.6059875E-03
-2.9438408E-01,1.6365051E-03
-2.9437492E-01,1.5602112E-03
-2.9436576E-01,1.5678406E-03
-2.9435660E-01,1.5983582E-03
-2.9434744E-01,1.5678406E-03
-2.9433828E-01,1.6059875E-03
-2.9432912E-01,1.5525818E-03
-2.9431996E-01,1.4991760E-03
-2.9431080E-01,1.5144348E-03
-2.9430164E-01,1.5830994E-03
-2.9429248E-01,1.5830994E-03
-2.9428332E-01,1.5754700E-03
-2.9427416E-01,1.5907288E-03
-2.9426500E-01,1.5907288E-03
-2.9425584E-01,1.5525818E-03
-2.9424668E-01,1.5830994E-03
-2.9423752E-01,1.5678406E-03
-2.9422836E-01,1.5525818E-03
-2.9421920E-01,1.4762878E-03
-2.9421004E-01,1.4991760E-03
-2.9420088E-01,1.4991760E-03
-2.9419172E-01,1.4915466E-03
-2.9418256E-01,1.4762878E-03
-2.9417340E-01,1.4457703E-03
-2.9416424E-01,1.4152527E-03
-2.9415508E-01,1.4762878E-03
-2.9414592E-01,1.4762878E-03
-2.9413676E-01,1.4610291E-03
-2.9412760E-01,1.4915466E-03
-2.9411844E-01,1.4762878E-03
-2.9410928E-01,1.4991760E-03
-2.9410012E-01,1.5373230E-03
-2.9409096E-01,1.5220642E-03
-2.9408180E-01,1.4915466E-03
-2.9407264E-01,1.4228821E-03
-2.9406348E-01,1.4076233E-03
-2.9405432E-01,1.3923645E-03
-2.9404516E-01,1.4076233E-03
-2.9403600E-01,1.3847351E-03
-2.9402684E-01,1.3847351E-03
-2.9401768E-01,1.4228821E-03
-2.9400852E-01,1.3694763E-03
-2.9399936E-01,1.3999939E-03
-2.9399020E-01,1.4076233E-03
-2.9398104E-01,1.3847351E-03
-2.9397188E-01,1.4152527E-03
-2.9396272E-01,1.4152527E-03
-2.9395356E-01,1.3771057E-03
-2.9394440E-01,1.3694763E-03
-2.9393524E-01,1.3618469E-03
-2.9392608E-01,1.3694763E-03
-2.9391692E-01,1.3313293E-03
-2.9390776E-01,1.3313293E-03
-2.9389860E-01,1.3465881E-03
-2.9388944E-01,1.3694763E-03
-2.9388028E-01,1.3465881E-03
-2.9387112E-01,1.3313293E-03
-2.9386196E-01,1.3237000E-03
-2.9385280E-01,1.3542175E-03
-2.9384364E-01,1.3389587E-03
-2.9383448E-01,1.3084412E-03
-2.9382532E-01,1.3160706E-03
-2.9381616E-01,1.2855530E-03
-2.9380700E-01,1.2550354E-03
-2.9379784E-01,1.2855530E-03
-2.9378868E-01,1.2626648E-03
-2.9377952E-01,1.2092590E-03
-2.9377036E-01,1.2016296E-03
-2.9376120E-01,1.1787415E-03
-2.9375204E-01,1.2016296E-03
-2.9374288E-01,1.1863708E-03
-2.9373372E-01,1.2016296E-03
-2.9372456E-01,1.2245178E-03
-2.9371540E-01,1.2321472E-03
-2.9370624E-01,1.2550354E-03
-2.9369708E-01,1.2550354E-03
-2.9368792E-01,1.2168884E-03
-2.9367876E-01,1.2626648E-03
-2.9366960E-01,1.2474060E-03
-2.9366044E-01,1.2397766E-03
-2.9365128E-01,1.2092590E-03
-2.9364212E-01,1.2855530E-03
-2.9363296E-01,1.2321472E-03
-2.9362380E-01,1.2397766E-03
-2.9361464E-01,1.2626648E-03
-2.9360548E-01,1.2855530E-03
-2.9359632E-01,1.2474060E-03
-2.9358716E-01,1.2092590E-03
-2.9357800E-01,1.1863708E-03
-2.9356884E-01,1.2016296E-03
-2.9355968E-01,1.1787415E-03
-2.9355052E-01,1.1482239E-03
-2.9354136E-01,1.1787415E-03
-2.9353220E-01,1.1482239E-03
-2.9352304E-01,1.1634827E-03
-2.9351388E-01,1.1940002E-03
-2.9350472E-01,1.1787415E-03
-2.9349556E-01,1.1558533E-03
-2.9348640E-01,1.1253357E-03
-2.9347724E-01,1.1634827E-03
-2.9346808E-01,1.1405945E-03
-2.9345892E-01,1.1863708E-03
-2.9344976E-01,1.0795593E-03
-2.9344060E-01,1.0414124E-03
-2.9343144E-01,1.0566711E-03
-2.9342228E-01,1.0490417E-03
-2.9341312E-01,1.0490417E-03
-2.9340396E-01,1.0643005E-03
-2.9339480E-01,1.0643005E-03
-2.9338564E-01,1.0871887E-03
-2.9337648E-01,1.0871887E-03
-2.9336732E-01,1.0490417E-03
-2.9335816E-01,1.0871887E-03
-2.9334900E-01,1.0795593E-03
-2.9333984E-01,1.1100769E-03
-2.9333068E-01,1.0948181E-03
-2.9332152E-01,1.0414124E-03
-2.9331236E-01,1.0490417E-03
-2.9330320E-01,1.0643005E-03
-2.9329404E-01,1.0719299E-03
-2.9328488E-01,1.1024475E-03
-2.9327572E-01,1.0414124E-03
-2.9326656E-01,1.0719299E-03
-2.9325740E-01,1.0643005E-03
-2.9324824E-01,1.0490417E-03
-2.9323908E-01,1.0795593E-03
-2.9322992E-01,1.0643005E-03
-2.9322076E-01,1.0414124E-03
-2.9321160E-01,9.7274780E-04
-2.9320244E-01,9.6511841E-04
-2.9319328E-01,9.5748901E-04
-2.9318412E-01,9.2697144E-04
-2.9317496E-01,9.4223022E-04
-2.9316580E-01,9.6511841E-04
-2.9315664E-01,9.1934204E-04
-2.9314748E-01,9.7274780E-04
-2.9313832E-01,9.7274780E-04
-2.9312916E-01,9.4223022E-04
-2.9312000E-01,9.2697144E-04
-2.9311084E-01,9.1934204E-04
-2.9310168E-01,9.1171265E-04
-2.9309252E-01,9.1934204E-04
-2.9308336E-01,9.1934204E-04
-2.9307420E-01,9.0408325E-04
-2.9306504E-01,8.8882446E-04
-2.9305588E-01,8.8882446E-04
-2.9304672E-01,8.7356567E-04
-2.9303756E-01,9.4223022E-04
-2.9302840E-01,8.9645386E-04
-2.9301924E-01,8.9645386E-04
-2.9301008E-01,8.4304810E-04
-2.9300092E-01,8.4304810E-04
-2.9299176E-01,8.6593628E-04
-2.9298260E-01,8.2015991E-04
-2.9297344E-01,8.0490112E-04
-2.9296428E-01,8.0490112E-04
-2.9295512E-01,8.1253052E-04
-2.9294596E-01,8.4304810E-04
-2.9293680E-01,8.1253052E-04
-2.9292764E-01,7.7438354E-04
-2.9291848E-01,8.2778931E-04
-2.9290932E-01,8.1253052E-04
-2.9290016E-01,8.1253052E-04
-2.9289100E-01,8.0490112E-04
-2.9288184E-01,7.8201294E-04
-2.9287268E-01,7.9727173E-04
-2.9286352E-01,7.6675415E-04
-2.9285436E-01,7.8201294E-04
-2.9284520E-01,7.2860718E-04
-2.9283604E-01,6.7520142E-04
-2.9282688E-01,6.9808960E-04
-2.9281772E-01,7.6675415E-04
-2.9280856E-01,7.3623657E-04
-2.9279940E-01,7.4386597E-04
-2.9279024E-01,7.8201294E-04
-2.9278108E-01,6.9808960E-04
-2.9277192E-01,7.1334839E-04
-2.9276276E-01,7.2860718E-04
-2.9275360E-01,6.7520142E-04
-2.9274444E-01,6.7520142E-04
-2.9273528E-01,6.9808960E-04
-2.9272612E-01,6.9046021E-04
-2.9271696E-01,6.8283081E-04
-2.9270780E-01,6.9808960E-04
-2.9269864E-01,6.6757202E-04
-2.9268948E-01,7.0571899E-04
-2.9268032E-01,6.6757202E-04
-2.9267116E-01,6.4468384E-04
-2.9266200E-01,6.5994263E-04
-2.9265284E-01,6.5994263E-04
-2.9264368E-01,6.7520142E-04
-2.9263452E-01,6.6757202E-04
-2.9262536E-01,5.9890747E-04
-2.9261620E-01,5.9890747E-04
-2.9260704E-01,5.9890747E-04
-2.9259788E-01,5.9890747E-04
-2.9258872E-01,5.9890747E-04
-2.9257956E-01,5.6076050E-04
-2.9257040E-01,5.8364868E-04
-2.9256124E-01,5.9890747E-04
-2.9255208E-01,5.8364868E-04
-2.9254292E-01,5.6076050E-04
-2.9253376E-01,5.8364868E-04
-2.9252460E-01,5.9890747E-04
-2.9251544E-01,6.0653687E-04
-2.9250628E-01,5.3787231E-04
-2.9249712E-01,5.1498413E-04
-2.9248796E-01,5.6838989E-04
-2.9247880E-01,5.6838989E-04
-2.9246964E-01,5.3787231E-04
-2.9246048E-01,5.3787231E-04
-2.9245132E-01,5.2261353E-04
-2.9244216E-01,5.1498413E-04
-2.9243300E-01,4.9209595E-04
-2.9242384E-01,4.1580200E-04
-2.9241468E-01,3.8528442E-04
-2.9240552E-01,4.1580200E-04
-2.9239636E-01,4.1580200E-04
-2.9238720E-01,4.1580200E-04
-2.9237804E-01,4.3106079E-04
-2.9236888E-01,4.3106079E-04
-2.9235972E-01,4.0054321E-04
-2.9235056E-01,3.7002563E-04
-2.9234140E-01,4.0054321E-04
-2.9233224E-01,4.1580200E-04
-2.9232308E-01,3.6239624E-04
-2.9231392E-01,3.5476685E-04
-2.9230476E-01,3.4713745E-04
-2.9229560E-01,2.9373169E-04
-2.9228644E-01,3.0899048E-04
-2.9227728E-01,3.4713745E-04
-2.9226812E-01,3.5476685E-04
-2.9225896E-01,3.6239624E-04
-2.9224980E-01,3.5476685E-04
-2.9224064E-01,3.3950806E-04
-2.9223148E-01,3.4713745E-04
-2.9222232E-01,3.3187866E-04
-2.9221316E-01,3.4713745E-04
-2.9220400E-01,2.9373169E-04
-2.9219484E-01,3.0136108E-04
-2.9218568E-01,2.7084351E-04
-2.9217652E-01,2.8610229E-04
-2.9216736E-01,2.7084351E-04
-2.9215820E-01,2.7084351E-04
-2.9214904E-01,2.2506714E-04
-2.9213988E-01,2.4032593E-04
-2.9213072E-01,2.6321411E-04
-2.9212156E-01,2.5558472E-04
-2.9211240E-01,2.6321411E-04
-2.9210324E-01,2.3269653E-04
-2.9209408E-01,2.3269653E-04
-2.9208492E-01,2.0980835E-04
-2.9207576E-01,2.4032593E-04
-2.9206660E-01,2.1743774E-04
-2.9205744E-01,2.4032593E-04
-2.9204828E-01,2.4032593E-04
-2.9203912E-01,2.1743774E-04
-2.9202996E-01,2.1743774E-04
-2.9202080E-01,2.4795532E-04
-2.9201164E-01,2.0217896E-04
-2.9200248E-01,2.0980835E-04
-2.9199332E-01,1.9454956E-04
-2.9198416E-01,1.3351440E-04
-2.9197500E-01,1.3351440E-04
-2.9196584E-01,1.7929077E-04
-2.9195668E-01,1.4114380E-04
-2.9194752E-01,1.4114380E-04
-2.9193836E-01,1.9454956E-04
-2.9192920E-01,1.4114380E-04
-2.9192004E-01,8.0108643E-05
-2.9191088E-01,7.2479248E-05
-2.9190172E-01,4.9591064E-05
-2.9189256E-01,8.0108643E-05
-2.9188340E-01,4.9591064E-05
-2.9187424E-01,3.4332275E-05
-2.9186508E-01,7.2479248E-05
-2.9185592E-01,5.7220459E-05
-2.9184676E-01,1.9073486E-05
-2.9183760E-01,1.1444092E-05
-2.9182844E-01,-2.6702881E-05
-2.9181928E-01,-4.1961670E-05
-2.9181012E-01,-7.2479248E-05
-2.9180096E-01,-4.9591064E-05
-2.9179180E-01,-5.7220459E-05
-2.9178264E-01,-2.6702881E-05
-2.9177348E-01,-5.7220459E-05
-2.9176432E-01,-1.9073486E-05
-2.9175516E-01,-3.8146973E-06
-2.9174600E-01,-3.4332275E-05
-2.9173684E-01,-7.2479248E-05
-2.9172768E-01,-8.7738037E-05
-2.9171852E-01,-5.7220459E-05
-2.9170936E-01,-2.6702881E-05
-2.9170020E-01,-6.4849854E-05
-2.9169104E-01,-4.9591064E-05
-2.9168188E-01,-1.1062622E-04
-2.9167272E-01,-1.4114380E-04
-2.9166356E-01,-1.6403198E-04
-2.9165440E-01,-1.1825562E-04
-2.9164524E-01,-1.0299683E-04
-2.9163608E-01,-1.2588501E-04
-2.9162692E-01,-1.1825562E-04
-2.9161776E-01,-1.7166138E-04
-2.9160860E-01,-1.6403198E-04
-2.9159944E-01,-1.1825562E-04
-2.9159028E-01,-1.3351440E-04
-2.9158112E-01,-1.2588501E-04
-2.9157196E-01,-1.6403198E-04
-2.9156280E-01,-1.5640259E-04
-2.9155364E-01,-1.7929077E-04
-2.9154448E-01,-1.3351440E-04
-2.9153532E-01,-2.0980835E-04
-2.9152616E-01,-2.1743774E-04
-2.9151700E-01,-2.3269653E-04
-2.9150784E-01,-2.1743774E-04
-2.9149868E-01,-1.9454956E-04
-2.9148952E-01,-2.5558472E-04
-2.9148036E-01,-2.8610229E-04
-2.9147120E-01,-2.7084351E-04
-2.9146204E-01,-2.8610229E-04
-2.9145288E-01,-3.3187866E-04
-2.9144372E-01,-3.5476685E-04
-2.9143456E-01,-3.4713745E-04
-2.9142540E-01,-3.3187866E-04
-2.9141624E-01,-2.8610229E-04
-2.9140708E-01,-3.3187866E-04
-2.9139792E-01,-3.1661987E-04
-2.9138876E-01,-3.5476685E-04
-2.9137960E-01,-2.9373169E-04
-2.9137044E-01,-3.3950806E-04
-2.9136128E-01,-3.0899048E-04
-2.9135212E-01,-2.7847290E-04
