in s,C1 in V
1.4322576E-01,4.4593811E-03
1.4323492E-01,4.5127869E-03
1.4324408E-01,4.4898987E-03
1.4325324E-01,4.5356750E-03
1.4326240E-01,4.5127869E-03
1.4327156E-01,4.5661926E-03
1.4328072E-01,4.5585632E-03
1.4328988E-01,4.5509338E-03
1.4329904E-01,4.5738220E-03
1.4330820E-01,4.5585632E-03
1.4331736E-01,4.5509338E-03
1.4332652E-01,4.5890808E-03
1.4333568E-01,4.5738220E-03
1.4334484E-01,4.6043396E-03
1.4335400E-01,4.6119690E-03
1.4336316E-01,4.5967102E-03
1.4337232E-01,4.6424866E-03
1.4338148E-01,4.6348572E-03
1.4339064E-01,4.6119690E-03
1.4339980E-01,4.6119690E-03
1.4340896E-01,4.6119690E-03
1.4341812E-01,4.6348572E-03
1.4342728E-01,4.6730042E-03
1.4343644E-01,4.6424866E-03
1.4344560E-01,4.6119690E-03
1.4345476E-01,4.6424866E-03
1.4346392E-01,4.6806335E-03
1.4347308E-01,4.7187805E-03
1.4348224E-01,4.7492981E-03
1.4349140E-01,4.6958923E-03
1.4350056E-01,4.6958923E-03
1.4350972E-01,4.6958923E-03
1.4351888E-01,4.7187805E-03
1.4352804E-01,4.7111511E-03
1.4353720E-01,4.6882629E-03
1.4354636E-01,4.6958923E-03
1.4355552E-01,4.7111511E-03
1.4356468E-01,4.7569275E-03
1.4357384E-01,4.7492981E-03
1.4358300E-01,4.7035217E-03
1.4359216E-01,4.7187805E-03
1.4360132E-01,4.7187805E-03
1.4361048E-01,4.7492981E-03
1.4361964E-01,4.7721863E-03
1.4362880E-01,4.7035217E-03
1.4363796E-01,4.6882629E-03
1.4364712E-01,4.6806335E-03
1.4365628E-01,4.6958923E-03
1.4366544E-01,4.6958923E-03
1.4367460E-01,4.6958923E-03
1.4368376E-01,4.6882629E-03
1.4369292E-01,4.7416687E-03
1.4370208E-01,4.7264099E-03
1.4371124E-01,4.7492981E-03
1.4372040E-01,4.7111511E-03
1.4372956E-01,4.7645569E-03
1.4373872E-01,4.7874451E-03
1.4374788E-01,4.7874451E-03
1.4375704E-01,4.7492981E-03
1.4376620E-01,4.7416687E-03
1.4377536E-01,4.7187805E-03
1.4378452E-01,4.7111511E-03
1.4379368E-01,4.6806335E-03
1.4380284E-01,4.6424866E-03
1.4381200E-01,4.6882629E-03
1.4382116E-01,4.6882629E-03
1.4383032E-01,4.7111511E-03
1.4383948E-01,4.6806335E-03
1.4384864E-01,4.6501160E-03
1.4385780E-01,4.6272278E-03
1.4386696E-01,4.5967102E-03
1.4387612E-01,4.6501160E-03
1.4388528E-01,4.6806335E-03
1.4389444E-01,4.6043396E-03
1.4390360E-01,4.6348572E-03
1.4391276E-01,4.6119690E-03
1.4392192E-01,4.5814514E-03
1.4393108E-01,4.5433044E-03
1.4394024E-01,4.5661926E-03
1.4394940E-01,4.5127869E-03
1.4395856E-01,4.5509338E-03
1.4396772E-01,4.5433044E-03
1.4397688E-01,4.5509338E-03
1.4398604E-01,4.5280457E-03
1.4399520E-01,4.5356750E-03
1.4400436E-01,4.4746399E-03
1.4401352E-01,4.4898987E-03
1.4402268E-01,4.4593811E-03
1.4403184E-01,4.4517517E-03
1.4404100E-01,4.4517517E-03
1.4405016E-01,4.4593811E-03
1.4405932E-01,4.4364929E-03
1.4406848E-01,4.4288635E-03
1.4407764E-01,4.4441223E-03
1.4408680E-01,4.4059753E-03
1.4409596E-01,4.3601990E-03
1.4410512E-01,4.3449402E-03
1.4411428E-01,4.3449402E-03
1.4412344E-01,4.3601990E-03
1.4413260E-01,4.3678284E-03
1.4414176E-01,4.3678284E-03
1.4415092E-01,4.3525696E-03
1.4416008E-01,4.3220520E-03
1.4416924E-01,4.2762756E-03
1.4417840E-01,4.3067932E-03
1.4418756E-01,4.2686462E-03
1.4419672E-01,4.2762756E-03
1.4420588E-01,4.2304993E-03
1.4421504E-01,4.2152405E-03
1.4422420E-01,4.2228699E-03
1.4423336E-01,4.1847229E-03
1.4424252E-01,4.1618347E-03
1.4425168E-01,4.1542053E-03
1.4426084E-01,4.1770935E-03
1.4427000E-01,4.1923523E-03
1.4427916E-01,4.2381287E-03
1.4428832E-01,4.1770935E-03
1.4429748E-01,4.0702820E-03
1.4430664E-01,4.0931702E-03
1.4431580E-01,4.1084290E-03
1.4432496E-01,4.0931702E-03
1.4433412E-01,4.0550232E-03
1.4434328E-01,4.0397644E-03
1.4435244E-01,4.0168762E-03
1.4436160E-01,4.0092468E-03
1.4437076E-01,3.9558411E-03
1.4437992E-01,3.9253235E-03
1.4438908E-01,3.9176941E-03
1.4439824E-01,3.9176941E-03
1.4440740E-01,3.9100647E-03
1.4441656E-01,3.8566589E-03
1.4442572E-01,3.8566589E-03
1.4443488E-01,3.8261414E-03
1.4444404E-01,3.7956238E-03
1.4445320E-01,3.7956238E-03
1.4446236E-01,3.7269592E-03
1.4447152E-01,3.6811829E-03
1.4448068E-01,3.7193298E-03
1.4448984E-01,3.7193298E-03
1.4449900E-01,3.7422180E-03
1.4450816E-01,3.7269592E-03
1.4451732E-01,3.6659241E-03
1.4452648E-01,3.5667419E-03
1.4453564E-01,3.5514832E-03
1.4454480E-01,3.5743713E-03
1.4455396E-01,3.5209656E-03
1.4456312E-01,3.5209656E-03
1.4457228E-01,3.4904480E-03
1.4458144E-01,3.4751892E-03
1.4459060E-01,3.4065247E-03
1.4459976E-01,3.3226013E-03
1.4460892E-01,3.3149719E-03
1.4461808E-01,3.3302307E-03
1.4462724E-01,3.3226013E-03
1.4463640E-01,3.2463074E-03
1.4464556E-01,3.2157898E-03
1.4465472E-01,3.2005310E-03
1.4466388E-01,3.1623840E-03
1.4467304E-01,3.1700134E-03
1.4468220E-01,3.1471252E-03
1.4469136E-01,3.1318665E-03
1.4470052E-01,3.0860901E-03
1.4470968E-01,3.0326843E-03
1.4471884E-01,2.9411316E-03
1.4472800E-01,2.9106140E-03
1.4473716E-01,2.8648376E-03
1.4474632E-01,2.8724670E-03
1.4475548E-01,2.8038025E-03
1.4476464E-01,2.7732849E-03
1.4477380E-01,2.7275085E-03
1.4478296E-01,2.6817322E-03
1.4479212E-01,2.6512146E-03
1.4480128E-01,2.6359558E-03
1.4481044E-01,2.5901794E-03
1.4481960E-01,2.5672913E-03
1.4482876E-01,2.4986267E-03
1.4483792E-01,2.4909973E-03
1.4484708E-01,2.4833679E-03
1.4485624E-01,2.4528503E-03
1.4486540E-01,2.3918152E-03
1.4487456E-01,2.3384094E-03
1.4488372E-01,2.2773743E-03
1.4489288E-01,2.2315979E-03
1.4490204E-01,2.2468567E-03
1.4491120E-01,2.2010803E-03
1.4492036E-01,2.0942688E-03
1.4492952E-01,2.0713806E-03
1.4493868E-01,2.0866394E-03
1.4494784E-01,2.0484924E-03
1.4495700E-01,2.0256042E-03
1.4496616E-01,2.0332336E-03
1.4497532E-01,2.0179749E-03
1.4498448E-01,1.9569397E-03
1.4499364E-01,1.9493103E-03
1.4500280E-01,1.9264221E-03
1.4501196E-01,1.8959045E-03
1.4502112E-01,1.9187927E-03
1.4503028E-01,1.8730164E-03
1.4503944E-01,1.7738342E-03
1.4504860E-01,1.7509460E-03
1.4505776E-01,1.7662048E-03
1.4506692E-01,1.7585754E-03
1.4507608E-01,1.7204285E-03
1.4508524E-01,1.7204285E-03
1.4509440E-01,1.6975403E-03
1.4510356E-01,1.6746521E-03
1.4511272E-01,1.6746521E-03
1.4512188E-01,1.6670227E-03
1.4513104E-01,1.6365051E-03
1.4514020E-01,1.6517639E-03
1.4514936E-01,1.6288757E-03
1.4515852E-01,1.6288757E-03
1.4516768E-01,1.5754700E-03
1.4517684E-01,1.5830994E-03
1.4518600E-01,1.5449524E-03
1.4519516E-01,1.5907288E-03
1.4520432E-01,1.5983582E-03
1.4521348E-01,1.5373230E-03
1.4522264E-01,1.5144348E-03
1.4523180E-01,1.4839172E-03
1.4524096E-01,1.4839172E-03
1.4525012E-01,1.5068054E-03
1.4525928E-01,1.4915466E-03
1.4526844E-01,1.5144348E-03
1.4527760E-01,1.4839172E-03
1.4528676E-01,1.5296936E-03
1.4529592E-01,1.5449524E-03
1.4530508E-01,1.4991760E-03
1.4531424E-01,1.5144348E-03
1.4532340E-01,1.4991760E-03
1.4533256E-01,1.5144348E-03
1.4534172E-01,1.4991760E-03
1.4535088E-01,1.4686584E-03
1.4536004E-01,1.4762878E-03
1.4536920E-01,1.4533997E-03
1.4537836E-01,1.4610291E-03
1.4538752E-01,1.4305115E-03
1.4539668E-01,1.4152527E-03
1.4540584E-01,1.4152527E-03
1.4541500E-01,1.4610291E-03
1.4542416E-01,1.4152527E-03
1.4543332E-01,1.3618469E-03
1.4544248E-01,1.3771057E-03
1.4545164E-01,1.3771057E-03
1.4546080E-01,1.3847351E-03
1.4546996E-01,1.3237000E-03
1.4547912E-01,1.3542175E-03
1.4548828E-01,1.3084412E-03
1.4549744E-01,1.3160706E-03
1.4550660E-01,1.2855530E-03
1.4551576E-01,1.3008118E-03
1.4552492E-01,1.2626648E-03
1.4553408E-01,1.2931824E-03
1.4554324E-01,1.2626648E-03
1.4555240E-01,1.2626648E-03
1.4556156E-01,1.2168884E-03
1.4557072E-01,1.2168884E-03
1.4557988E-01,1.2397766E-03
1.4558904E-01,1.1863708E-03
1.4559820E-01,1.1634827E-03
1.4560736E-01,1.2168884E-03
1.4561652E-01,1.2016296E-03
1.4562568E-01,1.2245178E-03
1.4563484E-01,1.1940002E-03
1.4564400E-01,1.2016296E-03
1.4565316E-01,1.2245178E-03
1.4566232E-01,1.2321472E-03
1.4567148E-01,1.1787415E-03
1.4568064E-01,1.1787415E-03
1.4568980E-01,1.1863708E-03
1.4569896E-01,1.1329651E-03
1.4570812E-01,1.1482239E-03
1.4571728E-01,1.1329651E-03
1.4572644E-01,1.1253357E-03
1.4573560E-01,1.1177063E-03
1.4574476E-01,1.1329651E-03
1.4575392E-01,1.0643005E-03
1.4576308E-01,1.0948181E-03
1.4577224E-01,1.1100769E-03
1.4578140E-01,1.0795593E-03
1.4579056E-01,1.1100769E-03
1.4579972E-01,1.1100769E-03
1.4580888E-01,1.1482239E-03
1.4581804E-01,1.1558533E-03
1.4582720E-01,1.1482239E-03
1.4583636E-01,1.1253357E-03
1.4584552E-01,1.1100769E-03
1.4585468E-01,1.1024475E-03
1.4586384E-01,1.1100769E-03
1.4587300E-01,1.1405945E-03
1.4588216E-01,1.1405945E-03
1.4589132E-01,1.1253357E-03
1.4590048E-01,1.1024475E-03
1.4590964E-01,1.0871887E-03
1.4591880E-01,1.0337830E-03
1.4592796E-01,1.0948181E-03
1.4593712E-01,1.1253357E-03
1.4594628E-01,1.1024475E-03
1.4595544E-01,1.0719299E-03
1.4596460E-01,1.0871887E-03
1.4597376E-01,1.0719299E-03
1.4598292E-01,1.1024475E-03
1.4599208E-01,1.0871887E-03
1.4600124E-01,1.0719299E-03
1.4601040E-01,1.0719299E-03
1.4601956E-01,1.0490417E-03
1.4602872E-01,1.0566711E-03
1.4603788E-01,1.0337830E-03
1.4604704E-01,1.0490417E-03
1.4605620E-01,1.0795593E-03
1.4606536E-01,1.0871887E-03
1.4607452E-01,1.0719299E-03
1.4608368E-01,1.0490417E-03
1.4609284E-01,1.0261536E-03
1.4610200E-01,1.0414124E-03
1.4611116E-01,1.0566711E-03
1.4612032E-01,1.0337830E-03
1.4612948E-01,9.7274780E-04
1.4613864E-01,9.7274780E-04
1.4614780E-01,9.5748901E-04
1.4615696E-01,9.5748901E-04
1.4616612E-01,9.1934204E-04
1.4617528E-01,8.9645386E-04
1.4618444E-01,8.6593628E-04
1.4619360E-01,8.2015991E-04
1.4620276E-01,8.5830688E-04
1.4621192E-01,8.0490112E-04
1.4622108E-01,7.8201294E-04
1.4623024E-01,7.9727173E-04
1.4623940E-01,7.5149536E-04
1.4624856E-01,7.3623657E-04
1.4625772E-01,7.2860718E-04
1.4626688E-01,6.9808960E-04
1.4627604E-01,6.8283081E-04
1.4628520E-01,6.4468384E-04
1.4629436E-01,6.5231323E-04
1.4630352E-01,6.2179565E-04
1.4631268E-01,5.6076050E-04
1.4632184E-01,5.9127808E-04
1.4633100E-01,5.3024292E-04
1.4634016E-01,5.6838989E-04
1.4634932E-01,5.3787231E-04
1.4635848E-01,5.3024292E-04
1.4636764E-01,5.1498413E-04
1.4637680E-01,5.1498413E-04
1.4638596E-01,4.7683716E-04
1.4639512E-01,4.3106079E-04
1.4640428E-01,4.6157837E-04
1.4641344E-01,4.1580200E-04
1.4642260E-01,4.5394897E-04
1.4643176E-01,4.1580200E-04
1.4644092E-01,3.8528442E-04
1.4645008E-01,3.8528442E-04
1.4645924E-01,3.7002563E-04
1.4646840E-01,3.4713745E-04
1.4647756E-01,3.0899048E-04
1.4648672E-01,3.0136108E-04
1.4649588E-01,2.7847290E-04
1.4650504E-01,2.3269653E-04
1.4651420E-01,2.7084351E-04
1.4652336E-01,2.1743774E-04
1.4653252E-01,2.0217896E-04
1.4654168E-01,2.0217896E-04
1.4655084E-01,1.7166138E-04
1.4656000E-01,1.4114380E-04
1.4656916E-01,8.7738037E-05
1.4657832E-01,5.7220459E-05
1.4658748E-01,8.7738037E-05
1.4659664E-01,9.5367432E-05
1.4660580E-01,9.5367432E-05
1.4661496E-01,7.2479248E-05
1.4662412E-01,1.1444092E-05
1.4663328E-01,-1.1444092E-05
1.4664244E-01,-3.4332275E-05
1.4665160E-01,-4.1961670E-05
1.4666076E-01,-5.7220459E-05
1.4666992E-01,-1.0299683E-04
1.4667908E-01,-1.3351440E-04
1.4668824E-01,-1.7166138E-04
1.4669740E-01,-1.4114380E-04
1.4670656E-01,-2.0217896E-04
1.4671572E-01,-2.4032593E-04
1.4672488E-01,-2.4032593E-04
1.4673404E-01,-2.7847290E-04
1.4674320E-01,-2.4795532E-04
1.4675236E-01,-2.4032593E-04
1.4676152E-01,-2.7084351E-04
1.4677068E-01,-3.3950806E-04
1.4677984E-01,-3.8528442E-04
1.4678900E-01,-4.3106079E-04
1.4679816E-01,-4.0817261E-04
1.4680732E-01,-4.0817261E-04
1.4681648E-01,-4.7683716E-04
1.4682564E-01,-5.1498413E-04
1.4683480E-01,-5.9127808E-04
1.4684396E-01,-6.2179565E-04
1.4685312E-01,-6.5231323E-04
1.4686228E-01,-6.7520142E-04
1.4687144E-01,-6.7520142E-04
1.4688060E-01,-7.0571899E-04
1.4688976E-01,-7.8201294E-04
1.4689892E-01,-8.2015991E-04
1.4690808E-01,-8.3541870E-04
1.4691724E-01,-8.5830688E-04
1.4692640E-01,-9.1171265E-04
1.4693556E-01,-9.1934204E-04
1.4694472E-01,-9.6511841E-04
1.4695388E-01,-9.8037720E-04
1.4696304E-01,-1.0490417E-03
1.4697220E-01,-1.0871887E-03
1.4698136E-01,-1.1100769E-03
1.4699052E-01,-1.1253357E-03
1.4699968E-01,-1.2092590E-03
1.4700884E-01,-1.2397766E-03
1.4701800E-01,-1.1787415E-03
1.4702716E-01,-1.2168884E-03
1.4703632E-01,-1.2626648E-03
1.4704548E-01,-1.3008118E-03
1.4705464E-01,-1.3237000E-03
1.4706380E-01,-1.3618469E-03
1.4707296E-01,-1.3771057E-03
1.4708212E-01,-1.4610291E-03
1.4709128E-01,-1.4839172E-03
1.4710044E-01,-1.4610291E-03
1.4710960E-01,-1.4839172E-03
1.4711876E-01,-1.5754700E-03
1.4712792E-01,-1.5602112E-03
1.4713708E-01,-1.6059875E-03
1.4714624E-01,-1.5983582E-03
1.4715540E-01,-1.6746521E-03
1.4716456E-01,-1.6975403E-03
1.4717372E-01,-1.7127991E-03
1.4718288E-01,-1.7433167E-03
1.4719204E-01,-1.7738342E-03
1.4720120E-01,-1.7662048E-03
1.4721036E-01,-1.8577576E-03
1.4721952E-01,-1.8730164E-03
1.4722868E-01,-1.8501282E-03
1.4723784E-01,-1.8806458E-03
1.4724700E-01,-1.9035339E-03
1.4725616E-01,-1.9569397E-03
1.4726532E-01,-1.9416809E-03
1.4727448E-01,-1.9645691E-03
1.4728364E-01,-1.9874573E-03
1.4729280E-01,-2.0561218E-03
1.4730196E-01,-2.0942688E-03
1.4731112E-01,-2.1171570E-03
1.4732028E-01,-2.1018982E-03
1.4732944E-01,-2.1247864E-03
1.4733860E-01,-2.2087097E-03
1.4734776E-01,-2.2544861E-03
1.4735692E-01,-2.2315979E-03
1.4736608E-01,-2.2773743E-03
1.4737524E-01,-2.3307800E-03
1.4738440E-01,-2.3460388E-03
1.4739356E-01,-2.3460388E-03
1.4740272E-01,-2.3689270E-03
1.4741188E-01,-2.4147034E-03
1.4742104E-01,-2.4147034E-03
1.4743020E-01,-2.4147034E-03
1.4743936E-01,-2.4452209E-03
1.4744852E-01,-2.4986267E-03
1.4745768E-01,-2.4299622E-03
1.4746684E-01,-2.4757385E-03
1.4747600E-01,-2.4604797E-03
1.4748516E-01,-2.4909973E-03
1.4749432E-01,-2.4986267E-03
1.4750348E-01,-2.5215149E-03
1.4751264E-01,-2.5138855E-03
1.4752180E-01,-2.5596619E-03
1.4753096E-01,-2.5596619E-03
1.4754012E-01,-2.5901794E-03
1.4754928E-01,-2.6054382E-03
1.4755844E-01,-2.5672913E-03
1.4756760E-01,-2.5749207E-03
1.4757676E-01,-2.6130676E-03
1.4758592E-01,-2.6054382E-03
1.4759508E-01,-2.6054382E-03
1.4760424E-01,-2.6054382E-03
1.4761340E-01,-2.5978088E-03
1.4762256E-01,-2.6512146E-03
1.4763172E-01,-2.6435852E-03
1.4764088E-01,-2.6359558E-03
1.4765004E-01,-2.6283264E-03
1.4765920E-01,-2.6664734E-03
1.4766836E-01,-2.6588440E-03
1.4767752E-01,-2.6893616E-03
1.4768668E-01,-2.6893616E-03
1.4769584E-01,-2.7046204E-03
1.4770500E-01,-2.6893616E-03
1.4771416E-01,-2.7122498E-03
1.4772332E-01,-2.6817322E-03
1.4773248E-01,-2.7198792E-03
1.4774164E-01,-2.7580261E-03
1.4775080E-01,-2.7732849E-03
1.4775996E-01,-2.7580261E-03
1.4776912E-01,-2.7580261E-03
1.4777828E-01,-2.7503967E-03
1.4778744E-01,-2.7503967E-03
1.4779660E-01,-2.7885437E-03
1.4780576E-01,-2.7961731E-03
1.4781492E-01,-2.8266907E-03
1.4782408E-01,-2.7885437E-03
1.4783324E-01,-2.7885437E-03
1.4784240E-01,-2.8266907E-03
1.4785156E-01,-2.7809143E-03
1.4786072E-01,-2.7961731E-03
1.4786988E-01,-2.8343201E-03
1.4787904E-01,-2.7809143E-03
1.4788820E-01,-2.8343201E-03
1.4789736E-01,-2.8419495E-03
1.4790652E-01,-2.8343201E-03
1.4791568E-01,-2.8190613E-03
1.4792484E-01,-2.7961731E-03
1.4793400E-01,-2.8343201E-03
1.4794316E-01,-2.8572083E-03
1.4795232E-01,-2.8572083E-03
1.4796148E-01,-2.8266907E-03
1.4797064E-01,-2.8419495E-03
1.4797980E-01,-2.8190613E-03
1.4798896E-01,-2.8495789E-03
1.4799812E-01,-2.8495789E-03
1.4800728E-01,-2.7961731E-03
1.4801644E-01,-2.8190613E-03
1.4802560E-01,-2.7885437E-03
1.4803476E-01,-2.7656555E-03
1.4804392E-01,-2.7503967E-03
1.4805308E-01,-2.7809143E-03
1.4806224E-01,-2.8190613E-03
1.4807140E-01,-2.8114319E-03
1.4808056E-01,-2.8190613E-03
1.4808972E-01,-2.8114319E-03
1.4809888E-01,-2.8190613E-03
1.4810804E-01,-2.7809143E-03
1.4811720E-01,-2.7275085E-03
1.4812636E-01,-2.7656555E-03
1.4813552E-01,-2.7503967E-03
1.4814468E-01,-2.7809143E-03
1.4815384E-01,-2.7503967E-03
1.4816300E-01,-2.7351379E-03
1.4817216E-01,-2.6817322E-03
1.4818132E-01,-2.6741028E-03
1.4819048E-01,-2.7351379E-03
1.4819964E-01,-2.7351379E-03
1.4820880E-01,-2.7656555E-03
1.4821796E-01,-2.7427673E-03
1.4822712E-01,-2.7580261E-03
1.4823628E-01,-2.7809143E-03
1.4824544E-01,-2.7809143E-03
1.4825460E-01,-2.8038025E-03
1.4826376E-01,-2.7503967E-03
1.4827292E-01,-2.7503967E-03
1.4828208E-01,-2.7427673E-03
1.4829124E-01,-2.8114319E-03
1.4830040E-01,-2.8343201E-03
1.4830956E-01,-2.7961731E-03
1.4831872E-01,-2.8114319E-03
1.4832788E-01,-2.8572083E-03
1.4833704E-01,-2.8495789E-03
1.4834620E-01,-2.8572083E-03
1.4835536E-01,-2.8572083E-03
1.4836452E-01,-2.8114319E-03
1.4837368E-01,-2.8266907E-03
1.4838284E-01,-2.7809143E-03
1.4839200E-01,-2.8114319E-03
1.4840116E-01,-2.8190613E-03
1.4841032E-01,-2.8419495E-03
1.4841948E-01,-2.8038025E-03
1.4842864E-01,-2.8266907E-03
1.4843780E-01,-2.7961731E-03
1.4844696E-01,-2.8343201E-03
1.4845612E-01,-2.8114319E-03
1.4846528E-01,-2.8419495E-03
1.4847444E-01,-2.8343201E-03
1.4848360E-01,-2.8648376E-03
1.4849276E-01,-2.8953552E-03
1.4850192E-01,-2.8648376E-03
1.4851108E-01,-2.8572083E-03
1.4852024E-01,-2.8724670E-03
1.4852940E-01,-2.8877258E-03
1.4853856E-01,-2.8800964E-03
1.4854772E-01,-2.8877258E-03
1.4855688E-01,-2.8877258E-03
1.4856604E-01,-2.9182434E-03
1.4857520E-01,-2.8877258E-03
1.4858436E-01,-2.9258728E-03
1.4859352E-01,-2.9411316E-03
1.4860268E-01,-2.9411316E-03
1.4861184E-01,-2.9335022E-03
1.4862100E-01,-2.9869080E-03
1.4863016E-01,-2.9563904E-03
1.4863932E-01,-2.9640198E-03
1.4864848E-01,-3.0021667E-03
1.4865764E-01,-2.9792786E-03
1.4866680E-01,-2.9869080E-03
1.4867596E-01,-3.0021667E-03
1.4868512E-01,-3.0250549E-03
1.4869428E-01,-3.0555725E-03
1.4870344E-01,-3.0555725E-03
1.4871260E-01,-3.0784607E-03
1.4872176E-01,-3.0632019E-03
1.4873092E-01,-3.1089783E-03
1.4874008E-01,-3.1166077E-03
1.4874924E-01,-3.1242371E-03
1.4875840E-01,-3.1318665E-03
1.4876756E-01,-3.0937195E-03
1.4877672E-01,-3.1242371E-03
1.4878588E-01,-3.1623840E-03
1.4879504E-01,-3.1318665E-03
1.4880420E-01,-3.0937195E-03
1.4881336E-01,-3.0860901E-03
1.4882252E-01,-3.1242371E-03
1.4883168E-01,-3.1776428E-03
1.4884084E-01,-3.1700134E-03
1.4885000E-01,-3.2005310E-03
1.4885916E-01,-3.2005310E-03
1.4886832E-01,-3.1929016E-03
1.4887748E-01,-3.1929016E-03
1.4888664E-01,-3.2157898E-03
1.4889580E-01,-3.2234192E-03
1.4890496E-01,-3.2234192E-03
1.4891412E-01,-3.2463074E-03
1.4892328E-01,-3.2768250E-03
1.4893244E-01,-3.2768250E-03
1.4894160E-01,-3.2997131E-03
1.4895076E-01,-3.3302307E-03
1.4895992E-01,-3.2844543E-03
1.4896908E-01,-3.3226013E-03
1.4897824E-01,-3.3836365E-03
1.4898740E-01,-3.4065247E-03
1.4899656E-01,-3.3912659E-03
1.4900572E-01,-3.3988953E-03
1.4901488E-01,-3.4065247E-03
1.4902404E-01,-3.4523010E-03
1.4903320E-01,-3.4294128E-03
1.4904236E-01,-3.4141541E-03
1.4905152E-01,-3.4370422E-03
1.4906068E-01,-3.3836365E-03
1.4906984E-01,-3.3988953E-03
1.4907900E-01,-3.4065247E-03
1.4908816E-01,-3.4446716E-03
1.4909732E-01,-3.4904480E-03
1.4910648E-01,-3.4523010E-03
1.4911564E-01,-3.4751892E-03
1.4912480E-01,-3.4751892E-03
1.4913396E-01,-3.4904480E-03
1.4914312E-01,-3.4675598E-03
1.4915228E-01,-3.4828186E-03
1.4916144E-01,-3.4523010E-03
1.4917060E-01,-3.5438538E-03
1.4917976E-01,-3.5209656E-03
1.4918892E-01,-3.5209656E-03
1.4919808E-01,-3.5285950E-03
1.4920724E-01,-3.5209656E-03
1.4921640E-01,-3.5209656E-03
1.4922556E-01,-3.5514832E-03
1.4923472E-01,-3.5896301E-03
1.4924388E-01,-3.6125183E-03
1.4925304E-01,-3.5896301E-03
1.4926220E-01,-3.5896301E-03
1.4927136E-01,-3.5514832E-03
1.4928052E-01,-3.5667419E-03
1.4928968E-01,-3.6201477E-03
1.4929884E-01,-3.6201477E-03
1.4930800E-01,-3.6125183E-03
1.4931716E-01,-3.6201477E-03
1.4932632E-01,-3.6506653E-03
1.4933548E-01,-3.6201477E-03
1.4934464E-01,-3.6354065E-03
1.4935380E-01,-3.6430359E-03
1.4936296E-01,-3.6811829E-03
1.4937212E-01,-3.6277771E-03
1.4938128E-01,-3.6659241E-03
1.4939044E-01,-3.6735535E-03
1.4939960E-01,-3.6888123E-03
1.4940876E-01,-3.6735535E-03
1.4941792E-01,-3.6430359E-03
1.4942708E-01,-3.6888123E-03
1.4943624E-01,-3.6964417E-03
1.4944540E-01,-3.7193298E-03
1.4945456E-01,-3.7345886E-03
1.4946372E-01,-3.7727356E-03
1.4947288E-01,-3.7803650E-03
1.4948204E-01,-3.7803650E-03
1.4949120E-01,-3.7727356E-03
1.4950036E-01,-3.8261414E-03
1.4950952E-01,-3.7879944E-03
1.4951868E-01,-3.7651062E-03
1.4952784E-01,-3.8032532E-03
1.4953700E-01,-3.8414001E-03
1.4954616E-01,-3.8642883E-03
1.4955532E-01,-3.9024353E-03
1.4956448E-01,-3.8566589E-03
1.4957364E-01,-3.8414001E-03
1.4958280E-01,-3.8261414E-03
1.4959196E-01,-3.8261414E-03
1.4960112E-01,-3.8414001E-03
1.4961028E-01,-3.8566589E-03
1.4961944E-01,-3.8337708E-03
1.4962860E-01,-3.8642883E-03
1.4963776E-01,-3.8261414E-03
1.4964692E-01,-3.8261414E-03
1.4965608E-01,-3.8185120E-03
1.4966524E-01,-3.8414001E-03
1.4967440E-01,-3.8414001E-03
1.4968356E-01,-3.8261414E-03
1.4969272E-01,-3.8185120E-03
1.4970188E-01,-3.7879944E-03
1.4971104E-01,-3.7574768E-03
1.4972020E-01,-3.7651062E-03
1.4972936E-01,-3.8108826E-03
1.4973852E-01,-3.8566589E-03
1.4974768E-01,-3.8414001E-03
1.4975684E-01,-3.8032532E-03
1.4976600E-01,-3.8108826E-03
1.4977516E-01,-3.8490295E-03
1.4978432E-01,-3.8261414E-03
1.4979348E-01,-3.8337708E-03
1.4980264E-01,-3.8185120E-03
1.4981180E-01,-3.7727356E-03
1.4982096E-01,-3.8032532E-03
1.4983012E-01,-3.8719177E-03
1.4983928E-01,-3.8871765E-03
1.4984844E-01,-3.8795471E-03
1.4985760E-01,-3.8871765E-03
1.4986676E-01,-3.8490295E-03
1.4987592E-01,-3.8261414E-03
1.4988508E-01,-3.8032532E-03
1.4989424E-01,-3.8108826E-03
1.4990340E-01,-3.8185120E-03
1.4991256E-01,-3.8108826E-03
1.4992172E-01,-3.8642883E-03
1.4993088E-01,-3.8566589E-03
1.4994004E-01,-3.8185120E-03
1.4994920E-01,-3.8261414E-03
1.4995836E-01,-3.7879944E-03
1.4996752E-01,-3.8032532E-03
1.4997668E-01,-3.8261414E-03
1.4998584E-01,-3.7956238E-03
1.4999500E-01,-3.7651062E-03
1.5000416E-01,-3.7345886E-03
1.5001332E-01,-3.7345886E-03
1.5002248E-01,-3.8108826E-03
1.5003164E-01,-3.8032532E-03
1.5004080E-01,-3.7727356E-03
1.5004996E-01,-3.7269592E-03
1.5005912E-01,-3.7117004E-03
1.5006828E-01,-3.7651062E-03
1.5007744E-01,-3.7345886E-03
1.5008660E-01,-3.7117004E-03
1.5009576E-01,-3.7269592E-03
1.5010492E-01,-3.7040710E-03
1.5011408E-01,-3.7345886E-03
1.5012324E-01,-3.6964417E-03
1.5013240E-01,-3.6888123E-03
